9, 4, 1, 2, 4, 8, 3, 2, 3, 1, 9, 4, 10, 10, 14, 12, 11, 2, 7, 1, 11, 7, 9, 9, 1, 14, 5, 5, 3, 5; 0.8410000000000003; 601959; 12; [1, 108.55000000000001], [2, 127.43], [3, 89.47000000000001], [4, 127.86], [5, 108.01000000000002], [7, 111.63], [8, 89.59], [9, 126.21000000000001], [10, 118.81], [11, 127.30000000000001], [12, 96.55], [14, 80.55]
9, 6, 1, 8, 10, 4, 6, 2, 7, 5, 4, 10, 1, 12, 8, 6, 3, 5, 9, 2, 7, 1, 13, 12, 12, 8, 13, 1, 3, 5; 0.8410000000000002; 544124; 12; [1, 99.44], [2, 98.51], [3, 91.15], [4, 119.93], [5, 123.5], [6, 118.78999999999999], [7, 118.5], [8, 83.65], [9, 128.35], [10, 112.74], [12, 119.35000000000001], [13, 98.05000000000001]
14, 16, 11, 13, 13, 6, 16, 11, 1, 14, 5, 6, 1, 4, 16, 3, 7, 11, 16, 4, 7, 2, 5, 2, 3, 2, 5, 6, 6, 7; 0.9174545454545456; 881338; 11; [1, 123.03], [2, 123.18], [3, 108.83], [4, 114.5], [5, 128.39000000000001], [6, 126.36000000000001], [7, 129.48000000000002], [11, 125.10000000000001], [13, 98.33999999999999], [14, 111.19999999999999], [16, 123.55]
10, 1, 2, 13, 3, 5, 12, 13, 4, 13, 1, 4, 1, 2, 10, 11, 8, 9, 7, 2, 1, 8, 12, 4, 2, 9, 12, 12, 10, 2; 0.8410000000000002; 416063; 12; [1, 129.03], [2, 129.73000000000002], [3, 95.24], [4, 128.79000000000002], [5, 89.59], [7, 72.91], [8, 126.5], [9, 117.71000000000001], [10, 87.21000000000001], [11, 96.55], [12, 121.07000000000001], [13, 117.63]
3, 17, 27, 5, 8, 7, 24, 10, 9, 10, 6, 3, 6, 24, 8, 17, 27, 5, 4, 3, 4, 14, 9, 6, 3, 5, 14, 17, 10, 5; 0.8410000000000002; 1882405; 12; [3, 124.96000000000001], [4, 112.43], [5, 122.99000000000001], [6, 106.7], [7, 89.59], [8, 123.63999999999999], [9, 87.10000000000001], [10, 117.9], [14, 128.65], [17, 127.57000000000001], [24, 81.88000000000001], [27, 88.55]
1, 2, 7, 3, 19, 16, 3, 6, 2, 6, 7, 10, 3, 18, 3, 10, 9, 15, 7, 16, 15, 3, 9, 2, 13, 1, 13, 19, 1, 6; 0.8410000000000002; 1235240; 12; [1, 110.96000000000001], [2, 126.41000000000001], [3, 121.38999999999999], [6, 116.71000000000001], [7, 104.02], [9, 95.9], [10, 114.05], [13, 102.21000000000001], [15, 105.08000000000001], [16, 129.33], [18, 74.76], [19, 111.14]
6, 11, 2, 11, 5, 13, 12, 7, 11, 4, 9, 3, 8, 10, 12, 9, 12, 7, 6, 4, 2, 2, 4, 10, 2, 8, 3, 8, 8, 7; 0.8410000000000002; 475026; 12; [2, 91.29], [3, 107.43], [4, 103.62], [5, 95.24], [6, 128.35], [7, 126.51000000000002], [8, 115.47], [9, 126.89], [10, 107.07000000000001], [11, 97.2], [12, 123.3], [13, 89.59]
1, 5, 3, 2, 18, 4, 9, 19, 9, 2, 19, 2, 12, 17, 10, 3, 10, 11, 1, 4, 11, 2, 5, 19, 3, 12, 5, 5, 2, 10; 0.8410000000000002; 1169697; 12; [1, 128.35], [2, 118.45], [3, 109.6], [4, 129.33], [5, 129.07], [9, 86.10000000000001], [10, 118.36000000000001], [11, 105.08000000000001], [12, 96.19999999999999], [17, 74.76], [18, 95.24], [19, 121.42]
4, 2, 2, 8, 9, 4, 8, 4, 6, 4, 5, 8, 7, 4, 2, 5, 4, 10, 3, 4, 7, 1, 2, 4, 6, 8, 4, 7, 4, 10; -1; 2000176; 10; [1, 38.72], [2, 52.41], [3, 72.91], [4, 587.45], [5, 126.89], [6, 91.26], [7, 99.47], [8, 79.87], [9, 95.24], [10, 67.74000000000001]
10, 10, 9, 10, 2, 11, 8, 1, 8, 9, 2, 1, 1, 3, 12, 7, 13, 9, 6, 3, 13, 4, 12, 4, 11, 10, 12, 6, 7, 1; 0.8410000000000002; 537977; 12; [1, 122.50000000000001], [2, 125.58], [3, 114.5], [4, 71.03], [6, 88.81], [7, 99.92], [8, 86.10000000000001], [9, 122.09], [10, 125.81], [11, 101.87], [12, 126.45], [13, 127.30000000000001]
13, 7, 10, 10, 5, 17, 4, 9, 16, 13, 15, 4, 9, 8, 5, 4, 10, 3, 6, 3, 17, 7, 13, 6, 10, 7, 15, 8, 7, 8; 0.8410000000000002; 911330; 12; [3, 105.30000000000001], [4, 121.17], [5, 123.63999999999999], [6, 105.22], [7, 109.36], [8, 92.84000000000002], [9, 102.82], [10, 103.93], [13, 119.32], [15, 120.27000000000001], [16, 78.98], [17, 129.11]
